trial_id,trial_kind,cell_id,trial_index,trial_seed,code_instance,code_seed,family,rate_label,n,k,rate,p_num,p_den,p_s,transmitted_word_hex,observation_hex,deletion_position,observed_error_weight,forced_error_weight,theorem_offset,theorem_stop_shell_cap,max_generated_attempts,run_exhaustive,run_branch,branch_node_cap,branch_time_ms,code_size,generator_rows_hex,parity_check_rows_hex,code_construction
645,natural,n32_k24_random_systematic_linear_R3_4,5,7233696169977582153,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x993c3f51,0x193c3f51,31,0,,2,1,20000000,False,True,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
646,natural,n32_k24_random_systematic_linear_R3_4,6,4753367687401380866,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xd817edc9,0x2c1fecc9,23,3,,2,4,20000000,False,True,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
647,natural,n32_k24_random_systematic_linear_R3_4,7,13549029618724703124,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x71d643cd,0x38eb21e5,2,0,,2,1,20000000,False,True,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
648,natural,n32_k24_random_systematic_linear_R3_4,8,15324132764335056516,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xfbe3ec00,0x75f1f600,4,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
649,natural,n32_k24_random_systematic_linear_R3_4,9,2275033175008439136,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xd6a27a11,0x6b427b11,21,1,,2,2,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
650,natural,n32_k24_random_systematic_linear_R3_4,10,14424879956681016143,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x5e91be1b,0x2f11be1b,23,0,,2,1,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
651,natural,n32_k24_random_systematic_linear_R3_4,11,3814508493254584404,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x5d289fb0,0x29299fb0,27,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
652,natural,n32_k24_random_systematic_linear_R3_4,12,11388359058279629683,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xeecb1a1d,0x6ec93a0d,31,3,,2,4,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
653,natural,n32_k24_random_systematic_linear_R3_4,13,6519686932091034705,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x909d198a,0x584e898a,12,1,,2,2,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
654,natural,n32_k24_random_systematic_linear_R3_4,14,7275947575903208375,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x9f8e7a30,0x4f873d10,4,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
655,natural,n32_k24_random_systematic_linear_R3_4,15,1184998930398019290,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x4a5757fa,0x1e5757ba,29,4,,2,5,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
656,natural,n32_k24_random_systematic_linear_R3_4,16,8867145005849747372,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x7a308a59,0x3d18458f,1,3,,2,4,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
657,natural,n32_k24_random_systematic_linear_R3_4,17,1724729195788460282,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x2d7a6c2c,0x16bdb42c,10,1,,2,2,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
658,natural,n32_k24_random_systematic_linear_R3_4,18,8760907664000206022,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x6e08c8ba,0x3708c8ba,23,0,,2,1,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
659,natural,n32_k24_random_systematic_linear_R3_4,19,15140251725028913684,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xc554cc20,0x72aa6611,2,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
660,natural,n32_k24_random_systematic_linear_R3_4,20,13913311218679633804,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xe7a2fe08,0x73d2fe08,19,0,,2,1,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
661,natural,n32_k24_random_systematic_linear_R3_4,21,18181311522442184473,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xd145cc73,0x6ca2e673,9,1,,2,2,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
662,natural,n32_k24_random_systematic_linear_R3_4,22,3388454367315021758,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x7ca1002a,0x3ca11028,26,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
663,natural,n32_k24_random_systematic_linear_R3_4,23,5738600934757317272,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xeef74c70,0x737ba630,5,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
664,natural,n32_k24_random_systematic_linear_R3_4,24,5536758107760815112,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xd61f4b8,0xf61f4b8,30,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
665,natural,n32_k24_random_systematic_linear_R3_4,25,15749847145461988394,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x2c86bc06,0x16435e06,5,0,,2,1,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
666,natural,n32_k24_random_systematic_linear_R3_4,26,9366753250738627971,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x70cfc55d,0x3067e55d,13,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
667,natural,n32_k24_random_systematic_linear_R3_4,27,8258890918376353606,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x9101a048,0x5801a048,21,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
668,natural,n32_k24_random_systematic_linear_R3_4,28,14514155349096628590,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xd14a050c,0x68b5070c,14,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
669,natural,n32_k24_random_systematic_linear_R3_4,29,2051128036061001216,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xe77b2479,0x73bd5479,12,2,,2,3,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
670,natural,n32_k24_random_systematic_linear_R3_4,30,13804598004950533807,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xf525f732,0x7a92f9b2,6,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
671,natural,n32_k24_random_systematic_linear_R3_4,31,5276561173740172225,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x29fdc26e,0x14fee12e,6,0,,2,1,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
672,natural,n32_k24_random_systematic_linear_R3_4,32,13090505304260314653,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xbbd76989,0x79d76999,30,2,,2,3,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
673,natural,n32_k24_random_systematic_linear_R3_4,33,4264958860789251612,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x5c2919af,0x2f1091af,13,3,,2,4,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
674,natural,n32_k24_random_systematic_linear_R3_4,34,13609834840325589571,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xac3ff12a,0x173ff11a,23,4,,2,5,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
675,natural,n32_k24_random_systematic_linear_R3_4,35,17190277494899138131,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x7a47bd3d,0x3d27bd3d,21,0,,2,1,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
676,natural,n32_k24_random_systematic_linear_R3_4,36,2312054836522037962,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xc31811a9,0x2198112b,23,3,,2,4,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
677,natural,n32_k24_random_systematic_linear_R3_4,37,17408426702249810008,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x23bd43ab,0x11dd43ab,20,0,,2,1,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
678,natural,n32_k24_random_systematic_linear_R3_4,38,15912770853955624214,2,5176584072621387539,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x954e8993,0x4a86cb8b,19,5,,2,6,20000000,False,False,1000000,1500,16777216,"0x5c000001,0x33000002,0xe6000004,0xe3000008,0xc2000010,0x39000020,0xc6000040,0xbe000080,0xd000100,0x8b000200,0x15000400,0xe000800,0x55001000,0xce002000,0x97004000,0xc4008000,0xe2010000,0xb8020000,0x36040000,0xa6080000,0xf8100000,0xb2200000,0x69400000,0xc5800000","0x1c0572a,0x22d6ade,0x48cfdc5,0x8522ba1,0x103654a3,0x207f00ae,0x40d1b05d,0x80bbe2dc",dense systematic parity map; seed=5176584072621387539
679,natural,n32_k24_random_systematic_linear_R3_4,39,7654602979498218982,3,15586299980911434873,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0xed06b360,0x368b5ba0,6,3,,2,4,20000000,False,False,1000000,1500,16777216,"0x49000001,0x2,0xe3000004,0xb8000008,0xc1000010,0x8d000020,0xd8000040,0xbf000080,0x3a000100,0xf1000200,0xe5000400,0xd5000800,0x44001000,0xfe002000,0xb3004000,0xc3008000,0xcc010000,0xc4020000,0xce040000,0x9b080000,0x57100000,0x49200000,0x91400000,0xb0800000","0x178ceb5,0x21ce184,0x4173ca0,0x82d21e9,0x10d86bc8,0x2080678c,0x4037be55,0x80cfeefc",dense systematic parity map; seed=15586299980911434873
680,natural,n32_k24_random_systematic_linear_R3_4,40,8433968694944421108,0,13148762976802034727,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x9cd46b8e,0x4ed06b8e,24,1,,2,2,20000000,False,False,1000000,1500,16777216,"0x3000001,0x9e000002,0x1c000004,0xf1000008,0xfe000010,0xb000020,0xf5000040,0xa3000080,0xa8000100,0x84000200,0x9d000400,0x14000800,0xdd001000,0x12002000,0x2c004000,0x77008000,0x35010000,0x17020000,0x37040000,0x9f080000,0x73100000,0x17200000,0x81400000,0x8f800000","0x1ff94e9,0x2bea0b3,0x4afde56,0x8885536,0x103fbc5e,0x2015c1d8,0x40109058,0x80c817da",dense systematic parity map; seed=13148762976802034727
681,natural,n32_k24_random_systematic_linear_R3_4,41,10993983798578308484,1,1121212559055557001,random_systematic_linear,R3_4,32,24,0.75,1,20,0.05,0x7047c4e4,0x3047c4e4,25,1,,2,2,20000000,False,False,1000000,1500,16777216,"0xbd000001,0x94000002,0x1e000004,0x4b000008,0xc7000010,0x3a000020,0xc1000040,0xe5000080,0x55000100,0xe0000200,0x6d000400,0x5c000800,0xce001000,0xfc002000,0xde004000,0xeb008000,0xed010000,0xe8020000,0x2a040000,0x4d080000,0x6b100000,0x98200000,0x7400000,0x8c800000","0x15985d9,0x254d03c,0x4c97d97,0x8bffc2d,0x10206927,0x2017a6a1,0x401bffd8,0x80a3f2d3",dense systematic parity map; seed=1121212559055557001
